"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
28.81,100,46,98,95,82,95,41,84,11.05,49,9,45,22,100,28,"7"
47,100,31,76,19.47,45,63,50,100,64,92,61,94,28,96,33.09,"4"
14,90,65,100,100,84,57,65,71,53,91,26,56,3,8.38,3.92,"3"
54.09,91,25,63,86,33,75,5.71,14,11,53,43,100,75,75,100,"8"
53,100,16,78,10.68,47,59,38,100,63,86,58,58,29,29,31.81,"4"
24,61,45,100,90,99,68,54,29,17,19.27,14,51,9.09,100,5,"2"
20,82,71,100,100,96,41,87,10,71,62,48,54,10.35,34.19,13.78,"5"
100,91,75,100,47,79,39,45,73,40,78,13,41,4.04,47.08,4.99,"5"
18,75,51,100,65,72,41,35,8,3,5.44,9.15,50,6,100,15,"2"
13,96,24.74,71,78,61,82,12,7,12.69,4,49,15,97,100,100,"5"
74,100,47,84,19.51,66,23,53,84,42,100,44,60,23,33,31.83,"4"
26.91,67,44,80,88,100,100,88,88,66,69,44,50,22,50,21.25,"1"
100,77,64,61,9,74,54,100,100,85,91,51,59,19,39.98,20.4,"9"
72,74,63,100,26.7,78,67,42,100,8.33,15,4,38,47,95,80,"8"
57,100,84,99,79,71,68,47,100,30,77,9,38,2.74,36.99,3,"3"
16.36,75,15,100,47,91,41,64,27,38,16,11,53,1,100,4.87,"2"
1,61,11,100,19,66,2,27,14.09,1,33,5.92,66,1,100,3,"2"
21,64,34,100,39,92,41,55,41,18,13.99,1,34,2.14,100,1,"1"
78,75,51,100,8,75,47,58,85,60,100,20,64,3.36,18.33,1,"9"
17.73,82,33,100,77,89,87,57,72,25,53,19.22,51,27,100,24,"7"
12,98,56,100,54,67,33,33,10,13.73,9.84,34,39,44,100,44,"7"
15.5,88,35,100,55,68,49,27,38,13.35,19,32,59,40,100,45,"7"
100,100,54,91,22,66,6.94,40,3,13,54,10.62,81,23,24,31,"6"
31,94,7.75,62,2,17,40,7.46,78,20,100,60,80,98,37,100,"0"
46,100,11,80,9.29,55,51,43,100,62,81,48,65,24,73,33.32,"4"
24,84,2,39,26,7.81,77,10,100,53,84,97,33,100,11.67,63,"0"
18.77,56,32,78,78,98,100,100,85,75,76,50,73,24,76,24.5,"1"
6,97,62,100,89,70,62,34,42,26.48,100,25,76,40,40.99,36,"7"
48,81,5,96,53,100,55,68,24,38,17.44,7,48,3.96,100,2,"2"
78,72,60,100,24,68,69,32,57,12.81,11.06,29,36,67,100,98,"8"
62,100,13,81,13.08,50,100,56,77,78,57,88,62,35,65,36.03,"4"
18.89,54,53,37,52,5.61,22,6,57,39,92,72,100,100,48,77,"8"
7,92,47,58,76,23,13,9.64,22,35,78,67,100,100,20.38,86,"8"
87,86,46,100,17,70,75,75,100,80,94,39,58,6,20.58,9.11,"9"
13.92,95,27,100,57,71,45,31,33,14.47,3,36,36,51,100,53,"7"
22.36,51,25,69,65,88,100,100,82,76,65,50,55,26,51,22.54,"1"
47,91,28,66,70,32,98,8.87,40,11,2,47,30.21,81,100,100,"5"
16.29,91,59,100,85,94,54,53,37,7,21,9.33,34,35,100,42,"7"
5,58,39,100,47,99,41,42,12,8.93,8.27,5,55,4,100,6,"1"
90,100,58,88,23,56,16,17,66,22.08,100,27,58,54,16,43,"6"
100,100,69,83,40,58,15,31,9.92,6.91,36,1,43,27,6,20,"6"
27,69,6.96,35,8,13.44,60,12,90,44,100,81,57,100,13,80,"0"
16.87,61,34,81,84,100,100,94,84,71,70,47,55,24,48,22.61,"1"
22,100,19,84,13.06,49,40,39,97,41,90,69,93,31,100,35.79,"4"
19,86,3.81,47,5,4,50,5.74,90,29,100,70,68,100,35,75,"0"
19,92,38,100,59,68,44,31,18,12.83,10.07,35,50,39,100,45,"7"
26.7,33,35,52,66,75,96,100,100,96,79,66,61,33,49,27.68,"1"
13,78,77,78,74,100,28.37,89,49,78,99,71,91,35,100,28.22,"9"
20.71,59,40,78,76,100,100,100,82,75,62,49,40,25,29,22.57,"1"
23.28,91,42,95,84,100,88,78,70,38,61,33.87,57,38,100,40,"7"
100,100,72,81,55,55,45,27,48,8.87,72,5,36,18,27.62,12,"6"
67,100,39,88,10,56,11.39,20,44,11.63,100,12,92,38,31,37,"6"
63,100,33,90,5,56,10,18,61,23.57,100,22,46,36,14.07,16,"6"
17.01,77,32,100,83,79,89,39,68,7.26,27,7,33,23,100,25,"7"
100,96,60,100,22,79,6.69,51,1,21,34,12.74,67,16,27,34,"6"
70,96,26,100,3,64,6.79,24,40,11.67,88,14,100,52,86,92,"0"
26.96,44,11,72,48,93,98,100,100,74,70,50,64,27,82,25.75,"3"
51,90,100,100,73,93,42,67,81,46,96,14,49,3.05,46.15,6,"5"
100,100,61,90,13,72,17.62,54,52,38,93,43,52,23,24,31.01,"4"
38,86,66,100,100,94,70,74,71,39,70,7,35,3.98,36.39,3,"3"
6,76,44,71,89,100,18.53,95,27,79,100,81,91,40,97,30.41,"9"
15.35,88,53,100,100,92,66,62,37,30,35,23.76,7,32,62,36,"7"
18.67,70,32,100,87,94,99,54,92,13,55,15.33,42,20,100,27,"7"
9,84,44,100,67,78,27,55,83,44,100,14,48,2.63,7.77,3,"3"
11,72,45,100,100,98,90,60,49,31,23.05,10,15,2,74,4.64,"2"
61,92,100,100,74,85,55,51,92,36,78,2,38,7.35,60.03,11,"5"
23,68,46,100,46,85,47,48,43,12,17.15,4.09,54,4,100,2,"1"
12.89,96,51,100,100,96,70,63,49,27,32,26.57,16,36,69,51,"7"
38,92,96,100,65,92,30,63,65,48,100,24,58,3.45,41.41,5,"5"
97,88,41,100,31,59,98,67,100,91,97,46,75,2,29.45,7.82,"9"
35,83,3.93,45,6.45,5.18,51,5.83,91,35,100,82,56,100,14,74,"0"
29,78,44,100,47,62,29,26,13.16,8.4,27,6,64,7,100,17,"2"
32,100,19,78,12.28,48,49,35,100,47,98,60,75,30,59,33.72,"4"
30,91,72,60,91,96,47,100,95,75,100,19,52,4.53,42.47,1,"9"
10.52,95,62,100,98,78,70,37,50,28.93,100,27,88,46,26,48,"7"
28,100,28,72,18.6,39,39,41,100,54,98,60,96,25,91,34.6,"4"
62,100,20.06,77,68,43,100,4,7,9.71,21,39,88,73,15,90,"8"
27,76,41,100,100,94,79,66,86,45,94,16,39,6.11,23.19,10,"3"
56,72,38,100,42.31,69,45,35,64,14.24,2,21,35,57,100,86,"8"
72,65,53,100,22.25,88,39,64,75,83,100,42,84,4,27,8.55,"9"
9,56,6,14,40,20.76,78,27,100,62,90,97,43,100,15.4,84,"0"
86,100,38,72,7,38,14,3,82,19.49,100,34,44,50,14.56,28,"6"
100,92,65,100,46,85,49,58,77,42,67,18,35,6,46.45,8.05,"5"
46,100,28,86,6,42,23,5.43,82,13,100,56,62,92,10.17,88,"0"
76,54,73,95,27,100,12.39,60,8,15,53,21.69,91,29,100,72,"0"
16,96,94,100,28,96,4,68,35,51,100,35,65,11.37,29.41,14,"5"
30.83,92,52,100,98,83,100,48,85,13,59,11.65,44,17,99,18,"7"
72,87,29,100,18.9,67,50,56,92,79,100,45,98,6,45,12.4,"9"
42,97,4,72,33,33,42,8.16,20.47,22,56,54,100,89,44,100,"8"
38,82,77,100,100,96,51,90,13,71,58,52,46,10.77,35.06,14,"5"
14,77,37,100,51,74,32,41,12.46,18,33,16,68,8.24,100,18,"2"
69,78,31,98,21,62,61,21,23.09,11.45,10,40,79,72,100,100,"8"
79,80,39,100,45,57,60,15,8,14.54,10.85,34,55,56,100,75,"8"
41,100,3,64,8.14,13,50,12.58,95,31,100,80,50,87,22,44,"0"
51,82,100,100,54,76,23.58,54,8,32,84,45,49,25,27,33.15,"4"
55,96,99,100,52,86,61,58,96,35,100,6,51,4.26,50.24,2,"5"
37,55,41,86,100,100,97,71,83,53,96,23,49,6.75,29.67,9,"3"
100,100,62,80,32,59,11,38,9.87,16,35,10.3,78,17,24,8,"6"
7,77,33,100,56,77,34,37,5.61,4,4,5.75,53,5,100,20,"2"
14.21,98,42,100,73,70,60,31,35,12.64,5,27,52,32,100,24,"7"
100,100,72,86,52,71,34,57,17,43,7,29,11.88,14,21.8,15.86,"1"
91,92,26,100,14,61,79,63,91,77,100,35,69,11.11,24.42,18,"9"
6,65,6.25,92,48,100,100,97,74,73,47,49,25,24,32,35.37,"7"
100,100,50,91,19,66,8.4,40,7.35,13,48,9.77,94,15,44,21,"6"
100,100,60,99,27,83,15,52,47,44,76,26,42,7,23.32,9.09,"5"
66,94,20,75,77,39,77,6.21,21.46,15,39,53,100,89,53.84,100,"8"
43,84,74,100,100,87,70,64,94,38,78,11,39,3.31,34.91,1,"3"
93,84,52,100,6,83,11.68,35,28,6.94,77,6,100,47,89,79,"0"
30,68,63,99,76,100,65,60,44,23,19.96,5.95,46,2,100,10,"1"
42,100,22,74,13.97,48,43,34,97,39,100,53,78,27,64,34.38,"4"
67,100,25,89,7,51,4,8,49,13.17,88,26,100,68,67,97,"0"
70,100,33,89,6.96,56,2,18,62,25.2,100,27,40,43,10.37,17,"6"
15,100,12.46,84,6,64,65,60,100,62,81,42,71,21,73,31.425,"4"
84,68,73,100,9,84,37,60,100,81,90,46,59,9,22.72,13.17,"9"
32,100,7.03,70,11,24,56,7.98,100,22,95,68,55,98,15,77,"0"
27.15,94,59,100,90,99,100,76,31,51,85,46,73,23,3,20.78,"3"
36.33,98,70,100,97,84,87,65,83,46,100,27,97,9,30,16.14,"3"
100,100,61,83,35,63,12,43,14.525,22,4,14.26,41,6,27,25,"6"
25.35,75,47,100,100,94,94,58,60,27,7,4,30,5,98,6.03,"2"
95,100,46,78,11,44,7,6,66,19.99,100,29,48,46,8.08,28,"6"
36.63,78,54,69,100,92,55,100,34,69,90,75,93,41,91,26.89,"9"
15,75,6.57,34,24,8.92,69,10,98,44,100,86,58,100,13,86,"0"
100,100,77,99,42,76,16,50,9.09,20,28,13.84,65,17,25,30,"6"
47,50,88,41,100,1,22.03,6.9,18,41,88,76,84,100,12,73,"8"
38,67,50,100,73,67,41,26,13.3,2,9,12,54,1,100,9.2,"2"
12.64,89,59,100,100,74,68,36,27,9.53,53,1,95,28,15,34,"7"
48,91,63,100,32,78,19.64,56,51,46,100,48,78,24,65,31.9,"4"
100,98,65,100,19,94,12.8,61,44,67,74,44,51,13,6,14.81,"5"
100,100,71,93,38,65,16,33,29,7.61,76,7,35,19,17.75,14,"6"
35,79,43,65,79,27,16,10.52,17.77,34,60,68,100,100,3,92,"8"
38,100,23.19,71,19,44,91,41,100,58,71,77,63,38,61,37.64,"4"
71,100,35,82,21.17,62,45,51,100,49,82,43,52,21,25,30.06,"4"
9.03,54,30,84,54,100,53,64,46,27,5,3.31,41,2.5,100,4,"1"
44,86,76,100,74,73,55,45,100,32,100,9,49,2.46,23.03,4,"3"
100,100,65,88,26,61,5.41,30,13,2.63,71,6,61,34,2,34,"6"
24.86,75,60,100,69,89,66,51,73,13,13,2,35,2.59,100,3,"1"
12.4,89,53,100,91,77,77,36,49,13.22,23,19,43,43,100,44,"7"
48,100,20,88,12.98,72,4,54,21,39,52,28,79,15,100,29.92,"4"
48,86,92,100,100,79,58,62,80,48,75,17,33,9.26,23.32,15,"3"
41,100,45,99,10,77,15.44,58,59,49,100,49,71,25,58,30.88,"4"
100,100,46,84,76,42,74,7.64,21.66,14,26,56,81,92,51,99,"8"
20.8,97,49,100,100,97,99,66,69,33,42,25.64,22,33,74,34,"7"
64,88,84,100,100,78,76,54,85,33,86,10,42,2.47,32.55,4,"3"
44,86,90,86,60,100,61,82,100,58,94,20,49,4,41.66,5.4,"9"
17.73,73,7,84,63,100,100,98,88,73,80,49,74,24,77,28.24,"1"
22,86,100,100,32,97,15.06,69,13,59,92,55,86,19,15,21.74,"5"
21,85,73,100,100,96,44,87,10,74,62,51,47,7.44,36.76,11,"5"
98,100,50,83,14,53,9.17,20,46,15.84,100,16,70,43,18,38,"6"
22.19,93,64,100,100,79,54,55,23,43,86,34,74,5,10,8.35,"3"
38,70,61,100,91,86,72,53,39,24,17.19,10.62,47,12,100,11,"2"
25.19,78,38,98,86,100,76,66,79,52,100,28,65,6.11,24,9,"3"
20.32,54,35,72,69,92,100,100,83,75,64,50,42,25,25,22.78,"1"
18,89,100,100,53,93,10,64,53,77,96,52,68,21,32.41,22.92,"5"
100,100,62,85,34,58,11,31,10.11,3,48,4.97,81,24,34,23,"6"
67,96,100,100,43,86,17,51,67,69,91,37,52,7,31.29,9.16,"5"
67,86,100,84,66,100,56,79,96,66,96,23,52,10.13,38.71,15,"9"
20,88,67,100,100,92,69,72,62,49,80,26,51,7,22.84,11.15,"3"
100,100,83,93,67,78,54,62,38,47,29,31,12,15,38.84,17.84,"1"
39,100,31,68,18.81,39,56,41,100,50,95,61,92,29,92,35.67,"4"
100,100,66,98,34,75,10,48,7.01,17,32,12.8,57,23,22,40,"6"
17.41,65,39,96,45,100,48,64,56,28,20,2,12,2.18,100,3,"1"
72,100,28,80,53,47,84,15,30,11.4,10.71,23,49,50,100,76,"8"
100,80,66,55,22,67,55,100,100,80,94,40,59,5,35,12.98,"9"
24,84,3.68,42,11,7.41,61,9,95,44,100,89,54,100,14,70,"0"
16.43,89,45,100,77,80,72,45,70,10,59,8.33,48,24,100,28,"7"
19.53,46,37,65,74,85,100,100,82,74,63,49,40,24,15,25.43,"1"
72,89,88,80,71,100,72,85,100,57,87,18,41,13.26,46.36,21,"9"
100,100,54,77,20,49,7.33,19,41,10.59,100,11,76,38,11,35,"6"
65,80,59,100,2,75,73,45,100,10,24.08,8.09,8,33,78,63,"8"
15,85,53,100,78,79,47,53,4,34,6,20,49,9,100,13.07,"2"
17.04,84,36,100,69,79,77,38,70,14.93,35,21,59,35,100,39,"7"
35,93,23,80,12.59,41,2,3.86,55,3,92,34,100,75,61,100,"0"
75,69,79,100,14,88,71,70,92,84,100,36,58,6.09,21.61,9,"9"
21,98,27,71,57,35,27,7.5,6,22,7.82,60,21,95,100,100,"5"
18,67,6.75,42,23,2,68,5.06,100,32,93,77,54,100,21,76,"0"
22,100,1,55,10,10,60,7.19,100,31,97,77,51,99,12.61,83,"0"
83,100,35,96,65,77,94,94,100,58,95,22,53,3,33.07,3,"9"
69,100,37,70,15.19,41,21,32,91,30,100,56,93,33,84,41.47,"4"
16.25,83,52,100,100,82,80,41,53,6.75,30,3,33,40,99,45,"7"
100,100,55,80,23,54,5,26,27,4.23,81,7,58,29,6.64,27,"6"
35,100,5.13,67,4,19,52,8.71,100,18,100,66,60,97,10,89,"0"
84,100,34,84,69,76,91,80,90,55,100,29,60,11,32.56,14.73,"9"
2,59,9.08,86,41,100,100,100,88,79,59,55,38,28,35,34.35,"7"
100,62,79,100,34,94,4,59,11.58,13,44,18.16,79,22,85,61,"0"
15.45,96,54,100,65,76,41,39,24,10.05,16,14,45,34,100,35,"7"
1,66,8,100,29,77,22,35,9.3,2,31,4.33,65,4,100,10,"2"
24,64,38,100,68,92,48,56,17,25,11,5,51,4.57,100,9,"2"
65,95,100,100,45,82,47,73,94,59,87,25,39,5.22,38.93,8,"5"
21.87,73,4,69,22,95,93,100,100,83,82,45,67,8,76,24.23,"7"
4,57,39,95,49,100,51,47,24,8,6.42,3.25,53,2,100,5,"1"
42,100,34,62,55,29,40,7.81,9.83,23,5,55,51,71,100,83,"5"
45,97,9,67,7.42,26,36,6.81,82,14,100,53,79,93,32,100,"0"
32,90,21,41,46,19.61,91,17,100,66,64,100,15,88,15.99,42,"0"
100,64,91,100,40,82,80,61,97,76,99,31,61,4.9,21.91,2,"9"
22.5,96,41,100,79,85,84,43,78,8.93,56,8,58,29,100,28,"7"
18.94,70,38,100,100,98,84,53,53,6,69,14.06,98,30,36,31,"7"
8,91,12,53,59,36,26,9.49,5,32,5.02,79,42,98,100,100,"5"
22,100,11.69,75,5,49,61,47,100,68,86,52,70,26,69,34.1,"4"
58,100,3,99,19.62,64,57,65,71,70,100,30,70,3.84,13,3,"9"
73,100,35,86,3,53,5.21,16,54,20.67,100,22,53,42,4,30,"6"
11.39,100,44,97,60,58,46,17,26,11.15,5,38,51,49,100,56,"7"
30.89,97,51,100,82,86,84,65,90,45,100,25,82,8,35,14.27,"3"
78,100,20,92,4.95,58,6,22,53,14.6,97,23,100,59,89,95,"0"
91,93,80,100,43,77,19.34,55,54,47,100,50,69,25,38,29.4,"4"
100,100,71,77,49,52,29,29,22,4,58,6.29,44,19,24.74,7,"6"
46,100,10,71,7.62,28,32,6.12,76,20,100,59,87,99,39,98,"0"
29,100,15,81,4,62,8.885,43,20,27,59,24,95,18,100,29.41,"4"
88,63,73,100,25,98,15.38,55,11,11,57,16.49,100,23,98,68,"0"
100,100,48,81,14,53,7.6,24,35,13.94,97,12,43,29,4,16,"6"
92,93,38,100,44,62,100,84,91,75,94,29,53,13.54,35.78,23,"9"
15.85,82,25,100,36,68,21,33,13,7,42,2,71,3.3,100,1,"2"
28,98,77,100,89,65,67,27,35,13.1,13.99,17,48,29,100,30,"7"
35,100,2,66,4.73,21,41,6.38,87,9,100,51,69,85,23,89,"0"
53,100,3,75,12.94,43,76,41,100,74,73,61,38,31,7,33.73,"4"
54,100,14,71,9.58,38,68,33,100,47,61,76,50,38,54,37.57,"4"
100,74,75,100,25,85,5.81,53,8,19,55,12.09,68,27,16,34,"6"
34,92,16,51,39,9,84,7.62,100,43,79,85,35,100,14.92,70,"0"
19.3,94,35,100,60,71,55,29,49,15.05,29,39,50,57,100,57,"7"
42,91,73,64,100,95,48,100,81,73,100,38,64,4,38.12,6.22,"9"
87,100,11,90,62,63,100,28,53,12.47,14.05,23,45,57,94,89,"8"
46,100,30,79,15.49,51,43,38,86,47,100,64,81,32,71,35.05,"4"
74,100,51,90,20.12,70,18,55,84,42,100,45,60,22,23,29.07,"4"
59.67,93,70,100,100,88,95,70,75,52,70,34,55,17,45,20.36,"1"
75,100,35,99,61,73,89,99,95,64,100,22,56,3.45,29.22,7,"9"
25,96,76,100,84,73,43,51,80,39,100,13,52,1,22.49,4.96,"3"
26.29,29,21,31.63,63,25,100,59,100,100,52,86,13,55,2,12,"0"
89,100,52,72,19.7975,46,10,33,100,35,99,60,89,31,85,39.66,"4"
32,76,51,100,70,73,39,41,11.53,17,10,18,54,5.66,100,6,"2"
27,60,44,100,42,90,44,45,47,3,16.96,2.87,50,2,100,6,"1"
54,89,75,100,90,75,69,48,100,30,83,8,40,3.27,32.47,8,"3"
22,86,74,100,96,72,67,42,100,42,98,12,30,10.48,28.29,19,"3"
28,88,55,100,56,69,30,41,12.17,16,33,7,72,15.63,100,26,"2"
42,100,19,80,12.05,47,46,36,100,45,100,71,94,36,87,38.4,"4"
54,89,100,100,68,98,25,71,68,66,81,29,46,7.38,42.56,11,"5"
2,75,28,100,66,95,48,65,22,37,9.21,7,47,2.99,100,1,"2"
6,67,8.9,93,50,100,100,100,83,74,60,50,39,26,25,32.74,"7"
80,82,23,83,29.48,96,67,100,100,77,91,51,67,25,45,23.36,"9"
8,75,15,56,100,33,75,6.6,30,9,12,44,26.72,79,88,100,"5"
12,88,4,47,15,8,68,6.36,100,34,99,73,54,100,11.64,90,"0"
21,100,8,82,8.31,63,11,46,39,36,73,30,100,18,100,31.66,"4"
20,88,1,52,17,7,69,4.8,100,38,85,84,36,100,7.98,69,"0"
80,100,22,76,58,36,100,10.29,26.38,7,12,38,96,65,44,91,"8"
42,75,70,100,75,66,51,29,14,7.37,10.2,6,49,13,100,15,"2"
14,73,28,100,69,100,60,68,36,38,11,9,51,4.15,100,6,"2"
34,95,78,100,100,83,65,63,91,37,91,11,46,2.58,26.52,5,"3"
100,76,53,55,15,73,51,100,91,81,83,44,52,12,31.92,20.23,"9"
77,100,48,75,16,52,16.45,26,47,18,100,36,89,25,79,39.49,"4"
76,82,72,42,93,9,7,5,33,42,100,74,72,100,19.99,74,"8"
85,83,100,76,81,100,50,67,93,69,95,21,47,14.29,41.77,23,"9"
62,100,14,91,6.51,54,12,17,55,14.32,96,21,100,60,79,95,"0"
14,83,14.61,74,8,94,62,100,100,97,75,63,61,26,56,30.97,"7"
41,89,29,61,76,47,49,7,15.37,11.1,21,46,51,89,100,100,"5"
97,91,25.41,94,19,58,68,22,12,11.68,20,37,81,70,100,100,"8"
72,100,34,82,20.74,59,51,53,100,48,99,51,71,26,51,31.62,"4"
26,100,5.63,60,5,16,50,9.55,93,25,100,67,52,75,13,48,"0"
17,98,77,100,85,66,68,32,42,12.57,10.43,26,38,50,100,60,"7"
58,100,14.77,84,75,60,100,24,35,15.89,6,32,45,68,30,98,"8"
100,100,86,89,42,71,15.95,52,23,39,62,46,35,23,9,30.23,"4"
43,72,38.01,89,46,100,67,76,49,47,26,19,46,3.42,100,3,"2"
6,91,55,100,58,90,49,64,88,42,100,12,51,2.75,11.91,4,"3"
33,84,84,100,94,76,50,54,93,47,100,19,52,2.7,11.43,6,"3"
51,100,7,78,57,64,87,92,86,70,100,31,61,4,28.7,5.91,"9"
28,100,16,81,11.42,45,38,27,85,51,100,69,80,33,81,36.37,"4"
89,66,100,100,50,96,17,64,24.68,26,27,21.56,54,31,18,33,"6"
36,83,61,100,23,68,12.67,33,23,6.1,100,5,80,29,22.58,23,"6"
100,100,67,81,41,62,20,41,8,20,18,11.81,47,10,32.13,20,"6"
15.31,98,35,100,61,76,57,37,42,16.36,31,24,64,39,100,48,"7"
74,100,47,82,54,43,54,4,25.52,8.49,28,31,78,55,100,89,"8"
14,86,6.16,42,25,4.41,71,3,100,43,86,89,41,100,5,69,"0"
32.03,100,62,99,100,74,88,39,71,5,43,5.76,20,17,100,27,"7"
3,51,38,84,99,100,100,63,57,33,20.62,10,12,8.32,82,1,"2"
24.53,77,56,90,100,100,94,80,75,60,56,40,38,20,31,20.82,"1"
44,95,23,49,22,7.19,68,4,100,45,100,94,47,100,14.07,75,"0"
72,100,16,89,52,60,100,86,92,72,93,28,55,12.21,31.99,19,"9"
70,75,92,40,84,7.7,19.59,6.17,35,38,100,71,90,100,13,84,"8"
67,72,24,71,26.25,86,41,100,84,97,100,65,88,32,68,28.86,"9"
76,97,38,71,44,34,36,7.57,18.41,24,54,52,100,82,62,100,"8"
34,91,4.58,72,5,22,45,6.62,90,16,100,63,69,100,24,91,"0"
19.68,87,23,100,47,85,33,53,17,21,33,10.47,66,8,100,18,"2"
100,100,53,89,19,63,11,31,13,3.23,63,1,75,29,29,43,"6"
4,71,54,39,31,10.84,23.37,10,46,46,100,80,80,100,2,77,"8"
100,100,42,81,11.91,45,4,2,72,17.61,92,34,45,58,3,55,"6"
76,100,100,94,88,77,76,61,60,46,40,30,20,14,53.88,18.5,"1"
19.15,99,57,100,79,89,63,45,59,8.21,32,6,33,27,100,32,"7"
24.92,52,34,63,66,82,100,100,94,78,78,52,62,26,55,25.01,"1"
26,95,4.52,58,9,16,58,8.37,99,25,100,68,65,100,20,87,"0"
85,90,31,100,31,64,88,80,98,71,100,32,65,7.54,19.05,13,"9"
13,88,3.72,53,17,13,67,8.11,100,31,91,72,51,100,5,86,"0"
58,64,69,100,91,71,72,33,36,4,14.19,1,50,6,100,10.38,"2"
85,98,17,99,21,61,66,23,15,12.85,15.47,35,61,68,100,100,"8"
35,84,24,28,54,24.71,87,28,100,81,66,100,30,83,19.67,48,"0"
18.65,80,22,100,57,95,46,59,25,27,31,10.33,67,9,100,21,"2"
17.16,93,62,100,74,85,53,42,49,16.82,1,31,28,37,100,40,"7"
100,100,68,91,37,65,15,37,9,4,45,4.57,46,27,14.83,23,"6"
84,78,38,100,18,67,77,33,59,12.39,12.05,23,45,60,100,95,"8"
31,93,5,82,16.39,43,73,40,100,58,60,100,43,51,48,42.98,"4"
16.77,75,45,100,45,95,44,61,45,27,15,3.09,34,1,100,5,"1"
25,81,61,100,85,77,57,53,100,42,93,7,36,10.83,27.09,22,"3"
8.29,61,8.28,85,39,99,100,100,79,76,57,51,38,25,33,35.3,"7"
16.16,66,26,97,85,100,100,63,71,25,41,23.55,19,39,80,36,"7"
71,100,12,76,15.14,47,100,47,97,83,74,93,68,44,65,40.09,"4"
12,100,49,100,65,68,49,33,27,10.8,9.7,19,44,29,100,31,"7"
4,73,31,98,76,100,69,68,100,42,87,11,43,6.76,27.79,12,"3"
16.72,91,42,100,71,75,59,37,51,15.61,27,34,50,54,100,56,"7"
31,87,20,59,92,56,73,15,11.17,11.3,6,44,25,90,100,100,"5"
74,100,38,91,15,62,11.07,30,13,4.68,69,5.51,100,26,46,32,"6"
46,100,18,76,9.55,32,29,6.22,77,18,100,59,75,98,23,96,"0"
8,73,22,100,34,65,26,29,8.47,2,16,5.46,58,3,100,6,"2"
100,100,59,98,24,83,7,57,46,66,60,36,38,5,20.01,10.91,"5"
70,86,89,80,71,100,80,81,100,50,78,20,40,6,50.65,11.07,"9"
57,100,10,87,9.21,53,52,39,95,58,100,68,87,35,84,37.93,"4"
17.53,76,28,100,66,93,61,57,35,29,19,7,60,6,100,9.96,"2"
80,95,21.97,84,43,48,100,16,58,12.29,37,36,75,73,82,100,"8"
21.22,80,43,100,89,83,80,50,63,17,47,13.33,30,26,100,30,"7"
9,100,59,67,85,33,41,7.65,19.73,21,44,54,100,87,29,98,"8"
34.51,70,71,90,100,100,84,66,76,32,47,2,5,2,98,4.51,"1"
95,100,46,85,16,55,10,22,39,11.68,100,13,80,39,16,29,"6"
100,100,58,99,28,91,12,57,52,58,64,26,36,5.56,22.91,9,"5"
50,98,22,84,12.28,39,25,4.98,78,12,100,56,83,100,27,97,"0"
19,81,4.5,41,11,9.4,52,10,84,40,100,80,67,100,29,82,"0"
100,77,77,100,29,86,6.61,57,3,24,39,15.45,56,21,11,39,"6"
6,93,48,100,84,70,79,23,48,12.21,12.6,23,44,35,100,39,"7"
100,100,62,85,32,57,11,26,25,19.83,58,21,35,45,17.17,35,"6"
75,82,28,100,16.74,67,77,36,100,15.8,16,15,40,55,84,92,"8"
16.72,94,66,100,97,72,83,35,56,8.49,24,11,32,40,100,46,"7"
13,66,24,100,54,86,33,45,12.2,17,17,17,58,6,100,10.38,"2"
64,74,73,52,100,13,35,7.71,47,37,95,72,56,100,26.91,76,"8"
98,87,44,100,20,70,26,31,30.56,17.73,16.43,32,44,58,100,70,"8"
100,100,55,89,21,59,4.53,27,29,10.25,88,11,70,39,4,37,"6"
13.95,93,59,100,89,71,72,35,48,14.73,22,24,35,48,100,51,"7"
31,89,5.47,57,4,14,61,8.52,100,33,95,77,47,100,16,72,"0"
41,84,59,100,53,69,28,40,12.69,14,32,16,67,8.15,100,21,"2"
6,100,1,53,61,48,44,8.46,5,16,4.32,70,41,98,100,97,"5"
100,100,37,77,61,40,67,2,22.57,6.59,34,38,83,72,70,88,"8"
9.36,77,18,100,23,90,25,57,26,25,2,7.7,13,4,100,8,"1"
48,92,89,100,100,83,81,63,81,42,77,21,42,6,23.77,9.39,"3"
14.75,92,44,100,78,79,68,40,58,14.38,33,17,53,33,100,31,"7"
2,90,60,100,100,72,72,36,40,13.69,88,12,79,29,42.85,31,"7"
100,100,51,81,7,61,35.78,42,67,51,51,46,23,23,9,26.77,"4"
15.51,75,23,100,63,85,72,42,70,11.69,29,12,51,25,100,32,"7"
8,70,10.33,96,46,100,100,98,96,75,69,50,48,24,58,32.75,"7"
12,90,12.71,83,42,94,100,100,83,77,61,51,41,26,35,30.7,"7"
12.27,74,30,100,66,87,51,51,21,21,4,6.5,52,1,100,7,"2"
14.21,64,19,92,100,100,87,73,61,37,39,22.43,31,24,96,42,"7"
12.8,87,44,100,84,87,53,59,53,41,100,26,69,5,18,8.93,"3"
19.16,82,22,100,50,91,48,66,38,42,33,18,55,1,100,4.12,"2"
13,65,58,82,100,100,77,80,52,60,32,40,10,20,53.24,21.28,"1"
15.4,96,46,100,73,68,61,34,34,5.78,4,1,28,23,100,30,"7"
